post_id,caption,caption_sentiment,caption_sentiment_score,caption_emotion,caption_emotion_score,comments_sentiment,comments_sentiment_score,comments_emotion,comments_emotion_score,owner_id,timestamp,likes,comments_count,hashtags,location_id,media_type,username,shortcode,location,is_private,is_verified,mentions,Category,#Followers,#Followees,#Posts,comment_owner_username,comment_likes,comment_timestamp,caption_length,num_hashtags,has_mention,has_url,follower_adjusted_likes,follower_adjusted_comments,engagement_rate,hashtags_agg,engagement_frequency,influence_score,content_interaction,comment_engagement_ratio,comment_length,has_emoji,category_beauty,category_family,category_fashion,category_fitness,category_food,category_pet,category_travel,user_id_encoded,engagement_binary,engagement_probability
1990001226700554275,Oh my days the boys are WILD today. Maybe it is because they have had a full week back at nursery rather than only a couple of days like last week. Who knows but we needed to get outside! Emmett is full of cold and Austin hasn’t slept but a walk never fails to cheer us up. Emmett normally goes on my back but today he just wanted to see Austin all the time so I spun him round onto my front. I used the @ergobabyuk omni today and it was really easy to switch positions quickly👌🏻 Now off to bake oat cookies whilst the baby naps. Mum life is most definitely full on!,Positive,0.7375777959823608,joy,0.6728341579437256,Positive,0.401279091835022,neutral,0.5497997403144836,1949066568,1551446654.0,94,0,,,image,austinandemmett,Bud55J8FAAj,,False,False,@ergobabyuk,family,9636.0,1256.0,1695.0,,0,0.0,566.0,1.0,True,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,False,False,True,False,False,False,False,False,0.0,0.0,0.0
1716587903679641528,"Today I went and bought her a birthday present because she's turning three this week... three. Then this picture popped up and tugged at the heart strings. In my mind, she'll always be this age. 12-18 months was hands down my favorite age. Three is proving to be a bit more feisty 😂",Positive,0.9423344135284424,anger,0.6570495367050171,Positive,0.7089738249778748,neutral,0.7995473742485046,16752187,1518853246.0,331,3,,,image,aleighjoymoore,BfSi5qAjre4,,False,False,,family,19435.0,3133.0,1388.0,chelseajhaskell,1,1518858857.0,282.0,1.0,False,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,34,True,False,True,False,False,False,False,False,0.0,0.0,0.0
1950290223432112629,"SHE SLEPT 🎉 and to celebrate having a full nights sleep, Eva's enjoying a big bowl of spag bol (her fave) and drinking from her gorgeous new sippy cup from @heorshe.inc 😍",Positive,0.9863141775131226,joy,0.9451231956481934,Positive,0.8285817503929138,joy,0.4177796542644501,1308097944,1546712733.0,204,21,,228616755,image,amy_greaves1,BsQ0qAIlpn1,"Worcester, Worcestershire",False,False,@heorshe.inc,family,2782.0,2023.0,545.0,amy_greaves1,0,1546712970.0,170.0,1.0,True,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,187,True,False,True,False,False,False,False,False,0.0,0.0,0.0
1828466574882238470,"Signs of a morning well spent:
-sunshine ☀️
-dump truck and dirt -bubble mower
-chalk strewn about the pavement
-trike
-a happy boy! 😁
I'm feeling a little better today so we tried to make up for lost time yesterday by spending all morning outside!
.
.
.
.
.
#sunshineandfreshair #sunnydays #sunshineyday #dumptruck #tonka #dirt #dirtyplay #bubblemower #chalk #chalkplay #trike #radioflyer #happyboy #childhoodunplugged #letthembelittle #learningthroughplay #boymomlife #boymom #momofboys #optoutside #candidchildhood #getoutsideandplay #greatmorning #morningwellspent",Positive,0.92867511510849,joy,0.5584444403648376,Positive,0.9836843013763428,joy,0.8893256783485413,6425242409,1532190223.0,27,5,"#sunshineandfreshair, #sunnydays, #sunshineyday, #dumptruck, #tonka, #dirt, #dirtyplay, #bubblemower, #chalk, #chalkplay, #trike, #radioflyer, #happyboy, #childhoodunplugged, #letthembelittle, #learningthroughplay, #boymomlife, #boymom, #momofboys, #optoutside, #candidchildhood, #getoutsideandplay, #greatmorning, #morningwellspent",,image,califfcreations,BlgBKmHh_AG,,False,False,,family,3071.0,3232.0,468.0,mindandsoulmusic,0,1532307826.0,568.0,24.0,False,False,0.0,0.0,0.0,"#sunshineandfreshair, #sunnydays, #sunshineyday, #dumptruck, #tonka, #dirt, #dirtyplay, #bubblemower, #chalk, #chalkplay, #trike, #radioflyer, #happyboy, #childhoodunplugged, #letthembelittle, #learningthroughplay, #boymomlife, #boymom, #momofboys, #optoutside, #candidchildhood, #getoutsideandplay, #greatmorning, #morningwellspent",0.0,0.0,0.0,0.0,12,False,False,True,False,False,False,False,False,0.0,0.0,0.0
1866998062439461499,"Old pic from the very first day with this hair, over two months ago :o I couldn’t recommend @nvcl3arbvtt3rfly enough for your wool dread extension needs! 🙌",Positive,0.9718990921974182,fear,0.9927124977111816,Positive,0.9712226986885072,fear,0.6023806929588318,224496260,1536783534.0,7234,24,,,image,catchingkerosene,Bno6NiUC_J7,,False,False,@nvcl3arbvtt3rfly,beauty,109330.0,217,780,combo.meals,0,1536783571,155,1,True,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,True,True,False,False,False,False,False,False,0.0,0.0,0.0
1625194644839238513,"I adore these knee high marble socks from @livingroyal! It was chilly but I still wanted to wear my dress so they kept me nice and warm! 
#LivingRoyal #ad",Positive,0.9828336238861084,sadness,0.4117201268672943,Positive,0.9886925220489502,joy,0.8249391317367554,224169562,1507958320.0,1020,9,"#LivingRoyal, #ad",,image,bbpaws,BaN2es4gotx,,False,False,@livingroyal!,beauty,30970.0,341,480,bella_.oliver_,1,1507967886,154,2,True,False,0.0,0.0,0.0,"#LivingRoyal, #ad",0.0,0.0,0.0,0.0,41.0,True,True,False,False,False,False,False,False,0.0,0.0,0.0
1916867343200368076,"I'm loving that I'm off work for a whole week!! I'm hosting Thanksgiving again this year, but in between cleaning & cooking, I'm squeezing in some self care. Yesterday I got my eyebrows done, Christmas shopped & washed my hair (all alone!!!)
I've been hiding under a scarf for days, so it was nice to spend some time on my hair. I topped it off with this super cute turban from @modknots. 
What is your favorite hair accessory??",Positive,0.973648726940155,joy,0.5718004107475281,Positive,0.9911333918571472,joy,0.9371396899223328,2111854329,1542728415.0,71,4,,,image,arethoseyourkids,BqaFLFRATXM,,False,False,@modknots.,family,3910.0,1324.0,1022.0,modknots,1,1542756149.0,428.0,1.0,True,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,84,True,False,True,False,False,False,False,False,0.0,0.0,0.0
1315348450787693282,"I'd say someone had a successful lunch >>> not to mention getting raspberries, squash, and kale everywhere! <<< I'll just be over here trying to get it out of my hair. 😂🍴 #masonchristopher #messyeats #momlife #boymom",Positive,0.9244768619537354,joy,0.4398856163024902,Positive,0.9832553863525392,joy,0.9366889595985411,29939339,1471021776.0,21,1,"#masonchristopher, #messyeats, #momlife, #boymom",,image,bridget.dowden,BJBDnJtD5Li,,False,False,,family,6644.0,5924.0,920.0,jamialford,0,1471023976.0,216.0,4.0,False,False,0.0,0.0,0.0,"#masonchristopher, #messyeats, #momlife, #boymom",0.0,0.0,0.0,0.0,18,True,False,True,False,False,False,False,False,0.0,0.0,0.0
1811815541289357521,"My beautiful friend Georgia in new Jane Iredale makeup in neutral peachy shades. Always stunning.

#naturalmakeup @janeiredale #janeiredalemakeup #healthybeauty #peachylips #peachblush #peachesncreambronzer #bbcream #bronzeeyeshadow #neutralmakeup #flawless #beauty #AshleeRiceMakeup #summerstyle 
@georgiawempe",Positive,0.9610027074813844,fear,0.9849003553390504,Positive,0.9887170791625975,joy,0.9532826542854308,1270310735,1530205265.0,33,5,"#naturalmakeup, #janeiredalemakeup, #healthybeauty, #peachylips, #peachblush, #peachesncreambronzer, #bbcream, #bronzeeyeshadow, #neutralmakeup, #flawless, #beauty, #AshleeRiceMakeup, #summerstyle",,image,ashleericemakeup,Bkk3KKpFZDR,,False,False,"@janeiredale, @georgiawempe",beauty,1342.0,785.0,1090.0,georgiawempe,1,1530211875.0,311.0,13.0,True,False,0.0,0.0,0.0,"#naturalmakeup, #janeiredalemakeup, #healthybeauty, #peachylips, #peachblush, #peachesncreambronzer, #bbcream, #bronzeeyeshadow, #neutralmakeup, #flawless, #beauty, #AshleeRiceMakeup, #summerstyle",0.0,0.0,0.0,0.0,72,True,True,False,False,False,False,False,False,0.0,0.0,0.0
1826922307730490009,"The truth is, I don't wake up everyday happy. #ad I fight to choose happiness and every day I can feel myself getting stronger. For me, time doesn't ease my grief. The way I see it is, over time my strength grows and I'm able to deal with my pain better and stronger. I'm learning that my strength is unlimited, growing stronger as I fight to live a happy healthy life. I'm truly honored to have partnered with @reebok on their Be More Human campaign. I love nothing more than opening up about my grief with you all as it helps to know we are not alone when we hurt. You are strong, don't forget that. Use your strength to get out into this world and live! #bemorehuman @reebokwomen",Positive,0.4813446998596191,sadness,0.9731439352035522,Positive,0.985245406627655,joy,0.9492141604423524,13723547,1532006132.0,4402,97,"#ad, #bemorehuman",,image,babyboybakery,BlaiCjQg0KZ,,False,True,"@reebok, @reebokwomen",family,344331.0,796,3059,carolina.cuervo,1,1532029700,682,2,True,False,0.0,0.0,0.0,"#ad, #bemorehuman",0.0,0.0,0.0,0.0,25,True,False,True,False,False,False,False,False,0.0,0.0,0.0
1819924312749078313,3 out of 4 smiling & looking at the camera is a true family photo triumph 🙌🏼 #KaiGiving110Percent #GreatSuccess 👍🏼,Positive,0.9851472973823548,joy,0.9917165637016296,Positive,0.401279091835022,neutral,0.5497997403144836,588360179,1531171906.0,29823,0,"#KaiGiving110Percent, #GreatSuccess",,image,bethanyciotola,BlBq4UjgXcp,,False,False,,family,216350.0,711.0,1314.0,,0,0.0,114.0,2.0,False,False,0.0,0.0,0.0,"#KaiGiving110Percent, #GreatSuccess",0.0,0.0,0.0,0.0,0,False,False,True,False,False,False,False,False,0.0,0.0,0.0
1616347320298166448,"It’s the first day of the #FallForSYBL challenge — if you’re new around here, welcome! My name is Lily, I am a wife, dog mom, nurse, and blogger. I am from West Texas, love a good iced coffee, HGTV is my jam, and I’m a total homebody. Over on the blog, you’ll find everything from makeup, fashion, recipes and a few infertility related posts. ✨ Now tell me something about yourself in the comments! #beautywithlily #lubbockblogger #westtexasblogger",Positive,0.8867411017417908,joy,0.6790469884872437,Positive,0.401279091835022,neutral,0.5497997403144836,576480951,1506903637.0,318,0,"#FallForSYBL, #beautywithlily, #lubbockblogger, #westtexasblogger",222478787.0,image,beautywithlily,BZua1L0Btiw,"Lubbock, Texas",False,False,,beauty,8147.0,305.0,728.0,,0,0.0,448.0,4.0,False,False,0.0,0.0,0.0,"#FallForSYBL, #beautywithlily, #lubbockblogger, #westtexasblogger",0.0,0.0,0.0,0.0,0,False,True,False,False,False,False,False,False,0.0,0.0,0.0
1724754651604860596,☀️,Positive,0.898647665977478,neutral,0.8803128600120544,Positive,0.9805397987365724,joy,0.5221095085144043,38364238,1519826798.0,164,13,,,image,alex_mcnally,BfvjzetnD60,,False,False,,family,1435.0,266.0,819.0,alex_mcnally,0,1519826865.0,2.0,1.0,False,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,108,True,False,True,False,False,False,False,False,0.0,0.0,0.0
1719368220358765302,finally booked my airbnb for nyc in june 🌸 thank you for 8k! 💫 #monkistyle #asos #asseenonme #monki #supreme #wildflowercases #hypebeast #highsnobietystyle #highsnobiety #hypebae #curvemodel #plusmodel #plussizemodel #plussizefashion #wlyg #makemeamuse #musecurve #m1curvescout #willyscouts #motherdiscoverme #jagmodels #milkmodelmanagement #naturalmodelsla,Positive,0.9582509994506836,fear,0.4109843373298645,Positive,0.401279091835022,neutral,0.5497997403144836,10767796,1519184685.0,940,0,"#monkistyle, #asos, #asseenonme, #monki, #supreme, #wildflowercases, #hypebeast, #highsnobietystyle, #highsnobiety, #hypebae, #curvemodel, #plusmodel, #plussizemodel, #plussizefashion, #wlyg, #makemeamuse, #musecurve, #m1curvescout, #willyscouts, #motherdiscoverme, #jagmodels, #milkmodelmanagement, #naturalmodelsla",,image,chloewolchock,BfcbElslGr2,,False,False,,beauty,9637.0,1969.0,1671.0,,0,0.0,357.0,23.0,False,False,0.0,0.0,0.0,"#monkistyle, #asos, #asseenonme, #monki, #supreme, #wildflowercases, #hypebeast, #highsnobietystyle, #highsnobiety, #hypebae, #curvemodel, #plusmodel, #plussizemodel, #plussizefashion, #wlyg, #makemeamuse, #musecurve, #m1curvescout, #willyscouts, #motherdiscoverme, #jagmodels, #milkmodelmanagement, #naturalmodelsla",0.0,0.0,0.0,0.0,0,False,True,False,False,False,False,False,False,0.0,0.0,0.0
1952531498965717624,"My lovely #spot ✨... I love being here and thinking, dreaming, imagining 🧡 #heartplace #home",Positive,0.9884639382362366,joy,0.8945284485816956,Positive,0.9886600971221924,joy,0.8223643898963928,343024111,1546979914.0,1862,63,"#spot, #heartplace, #home",,image,angelicabas,BsYyQ2onNJ4,,False,False,,beauty,47773.0,4705.0,476.0,holacuore,0,1546982923.0,92.0,3.0,False,False,0.0,0.0,0.0,"#spot, #heartplace, #home",0.0,0.0,0.0,0.0,6,True,True,False,False,False,False,False,False,0.0,0.0,0.0
1598349824641911347,If @blackcraftcult could sponsor me that'd be great 👍🏻,Positive,0.9747562408447266,joy,0.6207931041717529,Positive,0.9082691073417664,anger,0.7412501573562622,1686748058,1504758168.0,3299,24,,,image,black_bunny_,BYuerJ0lsoz,,False,False,@blackcraftcult,beauty,56400.0,1138,510,xtine.pdf,0,1504758830,54,1,True,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,82,True,True,False,False,False,False,False,False,0.0,0.0,0.0
1819743838082524397,#HAPPYBDAY TO ME! A full out #SPADAY is in order #chapter37 #happybirthday #bdaygirl #lit #litty #randr #relaxation #facial #massage #pedicure #mineralbath,Positive,0.9866965413093568,joy,0.6309213638305664,Positive,0.9902668595314026,joy,0.8300661444664001,11831731,1531150391.0,104,40,"#HAPPYBDAY, #SPADAY, #chapter37, #happybirthday, #bdaygirl, #lit, #litty, #randr, #relaxation, #facial, #massage, #pedicure, #mineralbath",653271958354396.0,image,chi_style,BlBB2EbHWTt,West Baden - French Lick,False,False,,beauty,6908.0,2569.0,5847.0,fierceddt,0,1531153519.0,155.0,13.0,False,False,0.0,0.0,0.0,"#HAPPYBDAY, #SPADAY, #chapter37, #happybirthday, #bdaygirl, #lit, #litty, #randr, #relaxation, #facial, #massage, #pedicure, #mineralbath",0.0,0.0,0.0,0.0,19,True,True,False,False,False,False,False,False,0.0,0.0,0.0
1772037314996823846,"I 💗 spring bc it’s warm enough for crop tops but cool enough for long-sleeves, which means I get to wear all my long-sleeved crop tops :D",Positive,0.9854151010513306,joy,0.8086562752723694,Positive,0.9657899141311646,surprise,0.383499264717102,224496260,1525463331.0,6307,21,,,image,catchingkerosene,BiXioyhH2cm,,False,False,,beauty,109330.0,217,780,remykaddour,0,1525463352,137,1,False,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.0,False,True,False,False,False,False,False,False,0.0,0.0,0.0
1774056193112068065,Ruffles + White is the cutest on @nashvilletash today! #summerfashion #summerlook #fashion #fashionphotography #fashionblogger #nashvillephotographer #franklintnphotographer #lifestylephotography #blogphotography,Positive,0.9699599146842957,joy,0.9622016549110411,Positive,0.401279091835022,neutral,0.5497997403144836,1963169776,1525704000.0,34,0,"#summerfashion, #summerlook, #fashion, #fashionphotography, #fashionblogger, #nashvillephotographer, #franklintnphotographer, #lifestylephotography, #blogphotography",,image,alligoldenphotography,BietrVSBs_h,,False,False,@nashvilletash,family,1085.0,5887.0,626.0,,0,0.0,212.0,9.0,True,False,0.0,0.0,0.0,"#summerfashion, #summerlook, #fashion, #fashionphotography, #fashionblogger, #nashvillephotographer, #franklintnphotographer, #lifestylephotography, #blogphotography",0.0,0.0,0.0,0.0,0,False,False,True,False,False,False,False,False,0.0,0.0,0.0
1542897929609862976,"Les smoothies, mon dejeuner préféré depuis que je suis vegan! #cantlivewithoutmysmoothies #smoothies #greens #spirulina pic by @mariphotographe",Positive,0.6009984612464905,joy,0.9840667247772216,Positive,0.817629873752594,joy,0.7000011205673218,4112088,1498147787.0,595,2,"#cantlivewithoutmysmoothies, #smoothies, #greens, #spirulina",,image,audreysckoropad,BVpeX4LFN9A,,False,False,@mariphotographe,family,27941.0,2199.0,2599.0,delphineguillemette,0,1498148025.0,143.0,4.0,True,False,0.0,0.0,0.0,"#cantlivewithoutmysmoothies, #smoothies, #greens, #spirulina",0.0,0.0,0.0,0.0,170,True,False,True,False,False,False,False,False,0.0,0.0,0.0
1923473602050979600,"Of course she loves the princess duck 🦆👸🏽 💕 •
•
Eva's been a little bit happier in herself today although her cough is still really bad! Bath time always cheers her up though, it's definitely her happy place! What toys do your children like to play with in the bath? 🛀🌿",Positive,0.9787834882736206,joy,0.9410742521286012,Positive,0.8917815089225769,fear,0.5382748246192932,1308097944,1543515943.0,171,8,,228616755,image,amy_greaves1,BqxjQzRFvcQ,"Worcester, Worcestershire",False,False,,family,2782.0,2023.0,545.0,amy_greaves1,0,1543516064.0,269.0,1.0,False,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,203,True,False,True,False,False,False,False,False,0.0,0.0,0.0
1889554439868470668,Hi @lalamilan 😍😍😍,Positive,0.967662274837494,neutral,0.6560423374176025,Positive,0.977921187877655,anger,0.948699951171875,319426714,1539472464.0,867,3,,,image,allureandmore,Bo5C8B0H1WM,,False,False,@lalamilan,beauty,120808.0,1041.0,3713.0,prettyhair_boutique,0,1539473545.0,17.0,1.0,True,False,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4,True,True,False,False,False,False,False,False,0.0,0.0,0.0
